fare_amount,pickup_timestamp,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_hour,pickup_day_of_week,pickup_month,pickup_year,is_weekend,time_period,trip_distance_km,pickup_distance_from_center,dropoff_distance_from_center
20.1,2013-12-24 22:30:30+00:00,-73.976408,40.751465,-73.985067,40.749097,22,1,12,2013,False,late_night,0.7754795771929708,1.055713683243499,0.9906400780594868
26.3,2013-04-04 22:41:52+00:00,-73.968249,40.730001,-73.984651,40.716242,22,3,4,2013,False,late_night,2.0618488434386713,3.435846093470851,4.643828697625599
24.0,2011-07-03 01:08:21+00:00,-73.962589,40.764902,-73.958845,40.781169,1,6,7,2011,True,late_night,1.8360785773760075,2.07665095396134,3.416988316304711
17.6,2012-11-18 17:50:11+00:00,-73.967141,40.71526,-73.971144,40.715042,17,6,11,2012,True,evening_rush,0.33824861589017086,4.997864489987744,4.927474212277537
22.1,2013-07-24 16:14:41+00:00,-73.982563,40.814947,-73.969727,40.816782,16,2,7,2013,False,regular,1.0993015852899461,6.337043511708854,6.669789470106923
26.3,2013-04-10 22:38:12+00:00,-73.980678,40.789521,-73.985429,40.810302,22,2,4,2013,False,late_night,2.345092009947259,3.528416964660643,5.815720125542792
19.0,2013-04-28 08:39:19+00:00,-73.964447,40.779529,-73.96459,40.772696,8,6,4,2013,True,morning_rush,0.7598903422236739,2.9789562017857256,2.4023864868751774
22.3,2013-09-07 17:12:15+00:00,-73.96448,40.708287,-73.97607,40.714842,17,5,9,2013,True,evening_rush,1.218833684254417,5.804636278905828,4.864276961065818
20.0,2011-07-20 11:43:37+00:00,-73.956635,40.756162,-73.960074,40.748239,11,2,7,2011,False,regular,0.9274009563858853,2.4398281257131518,2.4010408463677684
20.6,2012-03-19 06:56:34+00:00,-73.968978,40.786273,-73.978406,40.789483,6,0,3,2012,False,morning_rush,0.8703001081929689,3.437921090900681,3.5513513618003882
20.0,2011-02-17 17:15:54+00:00,-73.968068,40.767793,-73.976583,40.769808,17,3,2,2011,False,evening_rush,0.7512678797837722,1.8278980687282391,1.5125886391507806
19.6,2011-07-06 07:12:44+00:00,-73.988925,40.719937,-73.989453,40.727843,7,2,7,2011,False,morning_rush,0.8802323913728121,4.2422379577472835,3.3698016725931144
22.4,2013-04-28 16:36:05+00:00,-73.991623,40.730497,-73.997692,40.742579,16,6,4,2013,True,regular,1.4374789558829313,3.1013918868537207,1.998771670292213
29.1,2013-09-05 12:56:59+00:00,-73.964387,40.736442,-73.938095,40.730647,12,3,9,2013,False,regular,2.3071300719613936,2.9848989129084527,5.019936647897751
23.9,2011-09-27 21:03:59+00:00,-73.991484,40.731897,-73.983125,40.746064,21,1,9,2011,False,regular,1.7255559400806881,2.945973667829686,1.3422157125226784
24.8,2013-04-24 05:37:55+00:00,-73.980414,40.795863,-73.969568,40.810738,5,2,4,2013,False,late_night,1.8892311526391472,4.231898587112321,6.015655244496417
17.0,2011-08-08 20:29:02+00:00,-73.95242,40.69237,-73.953528,40.68987,20,0,8,2011,False,regular,0.29326404381293203,7.812012599879125,8.040559647930086
18.9,2012-08-30 05:07:54+00:00,-73.973964,40.711231,-73.97826,40.706287,5,3,8,2012,False,late_night,0.658289345961758,5.290529719198591,5.782492453444627
28.8,2011-03-13 05:13:31+00:00,-73.985923,40.721162,-73.959679,40.718108,5,6,3,2011,True,late_night,2.2376534555113166,4.096353734702833,4.94054106907498
21.7,2013-06-24 02:58:11+00:00,-73.982468,40.689708,-73.983556,40.677673,2,0,6,2013,False,late_night,1.3413719009642415,7.598021289692194,8.933457353193342
20.6,2013-04-06 04:51:24+00:00,-73.962647,40.733528,-73.968684,40.741304,4,5,4,2013,True,late_night,1.0031622789318786,3.3333342212974992,2.335214321691228
26.6,2011-10-14 20:57:19+00:00,-73.98073,40.795322,-73.98827,40.774819,20,4,10,2011,False,regular,2.3665613627768174,4.1694082524315315,1.8846805340167405
19.5,2012-01-18 21:03:12+00:00,-73.991166,40.757945,-73.987812,40.750974,21,2,1,2012,False,regular,0.825018477554989,0.47727096633463056,0.8051616886900885
22.7,2012-09-30 09:49:48+00:00,-73.955685,40.714049,-73.941474,40.713588,9,6,9,2012,True,morning_rush,1.1988449977773155,5.49495164075155,6.1763690381062
24.1,2011-10-03 19:12:16+00:00,-73.976368,40.780514,-73.965498,40.793512,19,0,10,2011,False,evening_rush,1.7106800314554211,2.6188998476657597,4.292948016368941
20.3,2013-07-20 00:00:14+00:00,-73.991545,40.786939,-73.999108,40.781487,0,5,7,2013,True,late_night,0.8791945840479595,3.2578845663867755,2.8519935500305316
20.1,2013-12-17 07:49:26+00:00,-73.970421,40.753121,-73.978231,40.7574,7,1,12,2013,False,morning_rush,0.8118771828199778,1.3811247428920106,0.6158749707594879
21.9,2011-04-19 22:45:07+00:00,-73.960576,40.811042,-73.948113,40.810233,22,1,4,2011,False,late_night,1.0527429776415005,6.260181933033218,6.606195158967874
27.2,2011-11-11 14:58:12+00:00,-74.000153,40.774647,-73.97914,40.784098,14,4,11,2011,False,regular,2.0578661371465508,2.2246918188202653,2.9509740854356536
17.6,2011-06-05 15:54:01+00:00,-73.984009,40.77048,-73.985459,40.774235,15,6,6,2011,True,regular,0.4350244567572478,1.3933824241468624,1.8052529362422045
23.0,2013-01-27 17:16:29+00:00,-73.984934,40.725899,-73.972867,40.734201,17,6,1,2013,True,evening_rush,1.3733407952356138,3.5697868294808965,2.8523051341672003
23.5,2013-05-20 12:31:49+00:00,-73.970954,40.768822,-73.985615,40.763316,12,0,5,2013,False,regular,1.378163727566648,1.7172218394747323,0.5911915782421586
22.2,2011-08-26 17:12:42+00:00,-73.96736,40.756504,-73.975795,40.746363,17,4,8,2011,False,evening_rush,1.3328139282060287,1.5369281965108672,1.5305794783238125
21.0,2012-08-28 20:47:54+00:00,-73.991029,40.765595,-74.001125,40.769266,20,1,8,2012,False,regular,0.9431481831929849,0.9644003038448989,1.8168677769578856
18.8,2013-04-28 07:18:51+00:00,-74.009855,40.729462,-74.005733,40.724585,7,6,4,2013,True,morning_rush,0.6440002336075402,3.778832228679014,4.0879307625054
16.5,2011-05-23 08:51:09+00:00,-73.959364,40.753843,-73.961154,40.754146,8,0,5,2011,False,morning_rush,0.15449438224086826,2.249437013620337,2.094956099741871
17.6,2012-04-23 20:22:51+00:00,-74.002399,40.725494,-74.000018,40.728667,20,0,4,2012,False,regular,0.40588021602756325,3.884785738738913,3.4834592535709175
20.7,2012-10-10 21:46:00+00:00,-73.98264,40.779949,-73.989171,40.787815,21,2,10,2012,False,regular,1.0331457835845992,2.4524726924776337,3.329657715760548
19.1,2013-12-03 02:10:33+00:00,-73.976751,40.704928,-73.975811,40.698118,2,1,12,2013,False,late_night,0.7613722262070125,5.947204492837908,6.708442317053453
24.4,2011-05-20 00:44:13+00:00,-73.946975,40.753216,-73.960355,40.741765,0,4,5,2011,False,late_night,1.7005049263597338,3.2882848670522415,2.78307332329066
26.0,2013-10-13 07:07:26+00:00,-73.919234,40.75999,-73.907597,40.777064,7,6,10,2013,True,morning_rush,2.1365525927186138,5.585703793239099,6.894584338110081
25.3,2011-04-17 07:41:50+00:00,-74.012669,40.759797,-74.001705,40.74397,7,6,4,2011,True,morning_rush,1.9874944603544449,2.2970465815361014,2.0729578730115144
18.5,2011-05-19 06:42:30+00:00,-73.960322,40.741508,-73.956703,40.736983,6,3,5,2011,False,morning_rush,0.5883312808477242,2.803799692031343,3.3684365012771016
18.9,2011-09-30 00:31:57+00:00,-73.983125,40.758136,-73.981926,40.764589,0,4,9,2011,False,late_night,0.724611983997488,0.2006103065941519,0.792088757974236
24.2,2013-01-02 20:20:39+00:00,-73.959043,40.764129,-73.964134,40.780517,20,2,1,2013,False,regular,1.872012673845058,2.330186875403276,3.0832378777789424
22.7,2012-01-25 21:49:37+00:00,-73.960855,40.772049,-73.97481,40.770152,21,2,1,2012,False,regular,1.1939406776941484,2.597759152658147,1.6237007719860446
17.2,2012-05-07 18:53:07+00:00,-73.951805,40.802003,-73.94875,40.802277,18,0,5,2012,False,evening_rush,0.258941971063373,5.655943170721618,5.815020628171941
21.4,2011-08-15 18:10:23+00:00,-73.974301,40.757026,-73.966739,40.748276,18,0,8,2011,False,evening_rush,1.1629201149139674,0.9494650968015633,1.914805327448619
25.7,2013-03-27 20:50:01+00:00,-73.997792,40.751921,-73.977598,40.753188,20,2,3,2013,False,regular,1.7068486012329702,1.2364877747416727,0.8539947345120126
21.7,2013-12-22 07:18:38+00:00,-73.961447,40.722798,-73.965383,40.711297,7,6,12,2013,True,morning_rush,1.32117542075476,4.407735732203826,5.462753382867605
19.6,2012-10-29 16:05:18+00:00,-73.97764,40.763078,-73.974938,40.755576,16,0,10,2012,False,regular,0.864670469923635,0.8700990420149088,0.9295598475214214
22.4,2011-07-03 05:27:01+00:00,-73.984677,40.770021,-73.973533,40.77766,5,6,7,2011,True,late_night,1.2657466082599393,1.3384701006785356,2.4072093712937015
21.8,2011-10-20 18:51:03+00:00,-73.989524,40.744231,-73.978079,40.739895,18,3,10,2011,False,evening_rush,1.0780374538492354,1.5681167482932197,2.108009679286514
21.2,2011-06-26 10:35:57+00:00,-73.959873,40.766338,-73.966098,40.775511,10,6,6,2011,True,regular,1.1468132721889968,2.3490629071573177,2.5418818435867467
17.2,2011-11-04 16:40:35+00:00,-73.947933,40.741225,-73.950724,40.739689,16,4,11,2011,False,regular,0.2906235010746964,3.673389614187846,3.5675728163498843
23.0,2012-11-30 13:18:57+00:00,-74.003907,40.77013,-74.009159,40.756441,13,4,11,2012,False,regular,1.5851136037080116,2.0548620193804816,2.0002817140876226
23.0,2011-09-09 02:45:39+00:00,-73.967561,40.777378,-73.976579,40.789062,2,4,9,2011,False,late_night,1.5047990559034903,2.6315767727531614,3.5346859092176555
25.5,2013-03-06 00:41:17+00:00,-73.987448,40.776959,-73.972731,40.763806,0,2,3,2013,False,late_night,1.9170317211225434,2.114518038677231,1.2543487425855155
18.7,2013-03-26 07:32:11+00:00,-74.009345,40.753535,-74.008718,40.747517,7,1,3,2013,False,morning_rush,0.6712521831068964,2.0689209742513115,2.276770349798276
16.7,2013-08-25 23:15:49+00:00,-73.977046,40.718801,-73.977788,40.716804,23,6,8,2013,True,late_night,0.23069359923338179,4.416542865344753,4.626639436800281
20.8,2013-06-18 05:43:26+00:00,-73.996663,40.731643,-73.994186,40.741701,5,1,6,2013,False,late_night,1.1377038909318018,3.0779477236808934,1.9544916415787705
18.3,2011-05-17 14:15:55+00:00,-74.011555,40.767855,-74.011017,40.76259,14,1,5,2011,False,regular,0.5871919945720459,2.4527801539561773,2.208924821396676
20.4,2012-04-16 22:13:44+00:00,-73.995635,40.823464,-73.997845,40.814197,22,0,4,2012,False,late_night,1.0470907660492064,7.329098372570754,6.334667066248635
19.5,2012-06-20 01:02:57+00:00,-74.000555,40.739778,-74.008171,40.741405,1,2,6,2012,False,late_night,0.6666597695398591,2.390362136605802,2.6556013944053203
23.5,2013-07-08 21:41:08+00:00,-73.992934,40.763675,-73.977281,40.761535,21,0,7,2013,False,regular,1.339621342155826,0.8889459625008139,0.7960595653396589
19.3,2013-07-04 07:09:18+00:00,-74.006518,40.733318,-74.01222,40.728645,7,3,7,2013,False,morning_rush,0.7077000494452798,3.266104192799905,3.9650657277523806
20.4,2011-06-01 04:02:57+00:00,-73.987903,40.720781,-73.997208,40.722946,4,2,6,2011,False,late_night,0.8202815823882036,4.143512964175378,4.020699590872556
21.7,2012-04-08 16:14:34+00:00,-73.994265,40.729711,-73.995071,40.717675,16,6,4,2012,True,regular,1.3400645876242374,3.231099615441,4.555867753718352
29.4,2012-04-04 08:52:43+00:00,-73.972488,40.687526,-73.950913,40.670307,8,2,4,2012,False,morning_rush,2.641216626621488,7.912699476122769,10.177429037140449
27.1,2011-06-11 22:30:49+00:00,-73.968129,40.790603,-73.976345,40.81199,22,5,6,2011,True,late_night,2.476638489615692,3.9092658722065363,6.052693082093823
19.2,2013-05-01 11:22:03+00:00,-73.974797,40.683096,-73.967701,40.684138,11,2,5,2013,False,regular,0.6094597892254485,8.377643480927063,8.34893146855488
17.1,2011-03-28 15:54:47+00:00,-73.984709,40.742085,-73.987172,40.743827,15,0,3,2011,False,regular,0.2838590942002212,1.7709212262047926,1.5822466983756032
19.7,2011-05-09 21:24:01+00:00,-73.985249,40.714656,-73.9828,40.706836,21,0,5,2011,False,regular,0.8937092224169593,4.819679297450645,5.693724109931862
22.1,2012-10-31 02:57:20+00:00,-73.996741,40.723469,-73.98752,40.732446,2,2,10,2012,False,late_night,1.2649672022593272,3.954740709078479,2.8465662609052
24.6,2013-09-11 19:48:51+00:00,-73.99626,40.791296,-74.013457,40.785961,19,2,9,2013,False,evening_rush,1.5646108349157226,3.811601934417016,3.899885732496704
30.3,2012-03-21 00:51:37+00:00,-73.965928,40.756032,-73.974891,40.728171,0,2,3,2012,False,late_night,3.188699664082924,1.6629809820490755,3.435142530556089
21.0,2011-09-07 13:51:14+00:00,-74.015194,40.721038,-74.006114,40.715368,13,2,9,2011,False,regular,0.9915104216203259,4.811516367233718,5.048615079642474
17.1,2013-11-14 20:23:56+00:00,-73.981614,40.732314,-73.98064,40.7295,20,3,11,2013,False,regular,0.32348662988131577,2.8748531477552715,3.195394634233953
17.0,2013-06-08 04:05:48+00:00,-73.986471,40.727036,-73.984352,40.725335,4,5,6,2013,True,late_night,0.26011464887322544,3.444011364704135,3.6334697209348676
19.3,2013-05-24 15:43:46+00:00,-73.968017,40.748694,-73.960904,40.746704,15,4,5,2013,False,regular,0.6387535002277223,1.7998505020145634,2.4228409648587506
21.1,2012-04-15 03:26:17+00:00,-74.0085,40.755187,-74.017396,40.748738,3,6,4,2012,True,late_night,1.037187382968382,1.9623568612705309,2.8773289302969878
22.1,2012-10-22 02:21:39+00:00,-73.97975,40.806867,-73.9692,40.799452,2,0,10,2012,False,late_night,1.21175487447823,5.455286900638725,4.809250982422129
20.0,2011-07-11 02:39:49+00:00,-73.97314,40.692511,-73.964942,40.689531,2,0,7,2011,False,late_night,0.7665141570858821,7.356155423592566,7.808026173702504
23.9,2011-05-18 19:48:07+00:00,-74.018095,40.748956,-74.015711,40.732501,19,2,5,2011,False,evening_rush,1.8407032860745187,2.9239530588506932,3.810076294407506
25.7,2012-05-17 10:04:57+00:00,-74.001487,40.740533,-73.996805,40.720957,10,3,5,2012,False,regular,2.2122137664861508,2.363461906838749,4.2276799650738335
21.5,2011-11-07 04:55:58+00:00,-73.981836,40.778396,-73.970186,40.779377,4,0,11,2011,False,late_night,0.9869855008368001,2.28882598037275,2.7043278068032737
18.7,2013-05-19 04:08:58+00:00,-73.969717,40.760645,-73.975655,40.761792,4,6,5,2013,True,late_night,0.51612381587029,1.3614790212540118,0.9302428326233669
21.1,2013-01-21 01:00:39+00:00,-73.97635,40.767711,-73.969736,40.776505,1,0,1,2013,False,late_night,1.1253410021813846,1.3265963830002796,2.448759840013676
24.4,2013-03-29 10:27:43+00:00,-73.968791,40.760353,-73.951347,40.757797,10,4,3,2013,False,regular,1.4964735743776358,1.4314429542768334,2.8767061179232476
22.4,2013-04-23 06:25:12+00:00,-74.001587,40.72204,-73.995181,40.710104,6,1,4,2013,False,morning_rush,1.4328335082081882,4.222022991665945,5.387896173304593
25.4,2013-06-09 07:53:27+00:00,-74.011775,40.786338,-74.013999,40.766941,7,6,6,2013,True,morning_rush,2.164962560359899,3.85028041756378,2.597985689062144
28.0,2012-08-28 08:38:30+00:00,-73.97831,40.773955,-73.955128,40.765053,8,1,8,2012,False,morning_rush,2.1888291080869062,1.8746040056185476,2.6755367919177284
18.0,2012-11-28 20:55:46+00:00,-74.004587,40.777466,-74.002279,40.781691,20,2,11,2012,False,regular,0.5084054985102292,2.6960926880686364,2.989347322064765
25.7,2012-11-04 22:30:51+00:00,-73.997306,40.787922,-73.983321,40.802336,22,6,11,2012,True,late_night,1.9886659471286843,3.4725280261205858,4.933351045967668
17.8,2013-05-06 11:00:54+00:00,-73.961354,40.76253,-73.96557,40.763071,11,0,5,2013,False,regular,0.3601361837049114,2.0951344875221714,1.7707615352569783
23.7,2011-10-05 07:36:46+00:00,-73.976218,40.79443,-73.96554,40.782294,7,2,10,2011,False,morning_rush,1.6214775687968574,4.125543022643203,3.181621696865179
20.8,2012-01-20 00:56:41+00:00,-73.991363,40.761329,-73.996827,40.75253,0,4,1,2012,False,late_night,1.0812408762935641,0.617150354612051,1.1314691443938665
20.2,2012-11-24 09:20:14+00:00,-73.993961,40.743428,-73.990727,40.734941,9,5,11,2012,True,morning_rush,0.9822575574538589,1.770156493034346,2.6015789608472377
19.3,2011-01-22 05:34:44+00:00,-73.967582,40.749802,-73.973649,40.745742,5,5,1,2011,True,late_night,0.6819212402956772,1.7632037551306563,1.6894925194630617
26.7,2011-01-08 14:16:16+00:00,-73.975761,40.749285,-73.956749,40.760494,14,5,1,2011,True,regular,2.0292771065459747,1.269664183716787,2.4373998769330982
21.7,2012-08-24 12:16:37+00:00,-74.004291,40.734418,-74.006502,40.746407,12,4,8,2012,False,regular,1.3460671759218634,3.0629722614380004,2.188933781113049
21.2,2013-04-28 15:13:44+00:00,-74.018956,40.798957,-74.030036,40.797234,15,6,4,2013,True,regular,0.9521494347478796,5.355048011096569,5.752846935544948
16.7,2013-02-12 02:45:13+00:00,-73.942364,40.758889,-73.941413,40.76072,2,1,2,2013,False,late_night,0.21878708577681857,3.63454675547409,3.7255478129103006
20.4,2011-03-13 14:53:26+00:00,-74.00445,40.752842,-73.999079,40.744867,14,6,3,2011,True,regular,0.9955330420355744,1.6960852476060548,1.8549666098677076
24.2,2011-09-26 16:30:52+00:00,-73.969446,40.761648,-73.969712,40.744549,16,0,9,2011,False,regular,1.9014540682726215,1.4116815940923544,2.0014343735663322
25.5,2013-10-12 02:59:05+00:00,-73.949786,40.839396,-73.957919,40.857279,2,5,10,2013,True,late_night,2.1028801110444437,9.537028608824231,11.280745007729577
28.4,2013-09-08 16:22:24+00:00,-73.977048,40.716048,-73.966675,40.692823,16,6,9,2013,True,regular,2.7265143099619302,4.71889040867098,7.418937145272709
26.8,2011-01-26 14:04:25+00:00,-73.992009,40.724649,-73.979417,40.70629,14,2,1,2011,False,regular,2.3008077066323867,3.74878686183412,5.772689335730866
27.8,2012-01-25 05:58:49+00:00,-74.008521,40.708583,-74.025001,40.726547,5,2,1,2012,False,late_night,2.4329194448075095,5.827232596744627,4.8276777629090395
20.0,2011-05-26 03:16:56+00:00,-74.0088,40.743022,-74.01757,40.743188,3,3,5,2011,False,late_night,0.7390689818300615,2.5741152716601334,3.163954098958584
21.3,2012-06-09 13:12:06+00:00,-73.972466,40.757366,-73.97406,40.746106,13,5,6,2012,True,regular,1.2592339247750186,1.100084377848263,1.6363857808251454
20.0,2012-01-19 11:54:14+00:00,-73.95098,40.73604,-73.95629,40.742867,11,3,1,2012,False,regular,0.8811448046803607,3.7972459444708777,2.980917228206967
20.3,2011-01-19 10:46:43+00:00,-73.987909,40.733808,-73.98265,40.741539,10,2,1,2011,False,regular,0.967119588527446,2.697671890018674,1.8460571346307062
27.0,2012-02-23 16:34:18+00:00,-73.991114,40.754272,-73.97272,40.740945,16,3,2,2012,False,regular,2.144065904058671,0.628840471554496,2.180695093558629
18.9,2011-05-02 15:43:39+00:00,-73.96605,40.734937,-73.96986,40.729608,15,0,5,2011,False,regular,0.6739324517514383,3.043237968193388,3.420964670935146
24.7,2012-01-16 16:06:42+00:00,-73.993719,40.759305,-73.977952,40.768068,16,0,1,2012,False,regular,1.647048598266043,0.7073022119699561,1.2874071514088494
24.0,2013-12-09 00:34:31+00:00,-73.97451,40.783427,-73.989194,40.775258,0,0,12,2013,False,late_night,1.5342022665687385,2.974969103076635,1.9440547780030255
18.3,2013-04-05 13:36:47+00:00,-73.979164,40.770311,-73.974606,40.773133,13,4,4,2013,False,regular,0.49577194044139494,1.4692475436528953,1.916577280139103
23.4,2012-04-07 14:03:39+00:00,-73.988189,40.77643,-73.994136,40.790679,14,5,4,2012,True,regular,1.6616506880566364,2.061796515163755,3.705791434682751
27.8,2011-07-06 15:27:15+00:00,-73.980311,40.782578,-73.975537,40.758653,15,2,7,2011,False,regular,2.6905436835437317,2.7676626111977884,0.8422875042114538
24.6,2012-03-04 12:01:30+00:00,-73.944737,40.758485,-73.962305,40.755072,12,6,3,2012,True,regular,1.5276229115964082,3.4337662584020814,1.980636729710376
22.2,2013-02-09 21:07:23+00:00,-73.967909,40.745241,-73.980763,40.747857,21,5,2,2013,True,regular,1.1212335586936506,2.0514616492463214,1.1963523043733395
24.9,2011-06-20 08:38:44+00:00,-73.95815,40.726832,-73.953397,40.708912,8,0,6,2011,False,morning_rush,2.0324778392245157,4.161774834290804,6.091811402267808
19.7,2013-08-19 07:06:55+00:00,-73.998374,40.738265,-74.004674,40.732969,7,0,8,2013,False,morning_rush,0.792810838546137,2.4477902174000707,3.2180726924331386
21.1,2013-05-25 18:38:41+00:00,-73.958081,40.734289,-73.961312,40.744734,18,5,5,2013,True,evening_rush,1.1929050256963456,3.505240804872343,2.515418132598356
25.5,2013-09-02 02:29:09+00:00,-73.96722,40.77195,-73.948857,40.764907,2,0,9,2013,False,late_night,1.7334183910201484,2.1854575562811394,3.1803079380686725
23.1,2012-10-19 17:04:52+00:00,-74.009992,40.760403,-74.008616,40.74556,17,4,10,2012,False,evening_rush,1.6545310713202779,2.0800897422404248,2.388499231449724
22.9,2013-01-02 06:59:33+00:00,-73.969204,40.770903,-73.960189,40.782211,6,2,1,2013,False,morning_rush,1.4687623747566743,1.985466519057072,3.43378200750529
20.0,2011-06-20 12:22:04+00:00,-73.990265,40.71519,-73.997858,40.719635,12,0,6,2011,False,regular,0.8085802200842961,4.777154553145812,4.391213535361579
22.3,2011-12-16 05:55:57+00:00,-74.010916,40.792952,-74.024328,40.792264,5,4,12,2011,False,late_night,1.1316563339684342,4.4367822893099165,5.020539050644541
16.3,2012-05-08 11:03:28+00:00,-73.977404,40.737191,-73.978212,40.736207,11,1,5,2012,False,regular,0.12886564276778434,2.4122736868916723,2.4998351175273705
24.7,2013-07-07 05:31:41+00:00,-73.969219,40.717,-73.984124,40.727282,5,6,7,2013,True,late_night,1.6984982597690217,4.760886642287485,3.417652328303894
19.4,2012-08-30 08:36:09+00:00,-73.976968,40.736823,-73.983954,40.739769,8,3,8,2012,False,morning_rush,0.6736038995643776,2.4620223793468465,2.031373688689458
19.1,2013-10-26 15:55:58+00:00,-73.982183,40.824513,-73.979805,40.830969,15,5,10,2013,True,regular,0.7452359185280535,7.401177845260312,8.127933485634092
19.1,2012-03-22 02:41:10+00:00,-73.986612,40.738368,-73.987724,40.731443,2,3,3,2012,False,late_night,0.775704013895609,2.1849877248291114,2.958941361117987
25.4,2013-03-21 16:31:03+00:00,-73.930668,40.740247,-73.927323,40.721074,16,3,3,2013,False,regular,2.150491189528718,5.023115054993339,6.394005379381478
20.0,2013-08-16 03:16:40+00:00,-74.003651,40.744237,-73.997648,40.750456,3,4,8,2013,False,late_night,0.8566978945686154,2.163282253693893,1.3231473158768867
23.8,2013-09-05 04:31:21+00:00,-73.962542,40.745541,-73.974499,40.756551,4,3,9,2013,False,late_night,1.5853315639240853,2.378891654009472,0.9404980858025638
20.5,2012-03-29 02:21:00+00:00,-73.979692,40.726556,-73.989111,40.72431,2,3,3,2012,False,late_night,0.832088518570583,3.5304854651080517,3.758489545021712
27.4,2011-05-30 15:54:10+00:00,-73.997089,40.754296,-74.018875,40.763174,15,0,5,2011,False,regular,2.0836504790706845,1.0594699566826689,2.8692466414512583
18.1,2013-08-30 09:02:08+00:00,-73.980968,40.782268,-73.984673,40.778916,9,4,8,2013,False,morning_rush,0.48604597118045745,2.7253332729459405,2.3267956158415597
19.3,2011-03-17 22:13:32+00:00,-74.007859,40.759429,-74.000491,40.758522,22,3,3,2011,False,late_night,0.6287190268668363,1.889908428828098,1.2639791376820033
27.1,2011-04-23 08:08:22+00:00,-73.99191,40.716665,-73.976997,40.734189,8,5,4,2011,True,morning_rush,2.3186739592298626,4.627862661222202,2.7428488470570143
17.4,2012-12-14 18:46:04+00:00,-73.980939,40.73967,-73.979034,40.736754,18,4,12,2012,False,evening_rush,0.3617939971503177,2.074100154373497,2.4244290646908957
22.7,2013-12-06 19:22:29+00:00,-74.011022,40.733454,-73.99729,40.729948,19,4,12,2013,False,evening_rush,1.2209767879632862,3.474516526318905,3.2735610103887027
25.2,2011-10-08 01:44:55+00:00,-73.969872,40.751588,-73.966034,40.732888,1,5,10,2011,True,late_night,2.1043349163009673,1.4970520903462956,3.238253738850394
19.1,2012-01-03 14:24:09+00:00,-73.999275,40.789914,-73.998201,40.796814,14,1,1,2012,False,regular,0.7725536851833289,3.7334409730365756,4.446448525930611
20.3,2012-12-18 09:56:45+00:00,-74.009034,40.745534,-74.015147,40.738435,9,1,12,2012,False,morning_rush,0.9425177643691958,2.418945622438974,3.312128425377762
27.6,2012-08-28 22:40:24+00:00,-74.001608,40.747355,-74.02546,40.748828,22,1,8,2012,False,late_night,2.015952462947017,1.800581148004113,3.5170718210932996
21.9,2011-04-26 15:33:09+00:00,-73.936481,40.803329,-73.924249,40.800179,15,1,4,2011,False,regular,1.0875380285452811,6.514599411523633,6.971038080961496
17.9,2011-04-09 10:10:20+00:00,-74.019561,40.776286,-74.020094,40.771828,10,5,4,2011,True,regular,0.497734700217788,3.516030314499554,3.294304209475275
22.6,2012-02-09 21:44:06+00:00,-73.971278,40.767222,-73.957395,40.766045,21,3,2,2012,False,regular,1.176477290218853,1.5767826774898783,2.530461031973613
20.4,2012-05-17 16:01:11+00:00,-73.995033,40.808744,-74.004529,40.808335,16,3,5,2012,False,regular,0.8005064774263463,5.699275906067204,5.8217923438045345
29.1,2011-05-01 09:17:53+00:00,-73.987003,40.764694,-73.962714,40.776455,9,6,5,2011,True,morning_rush,2.427744151917191,0.755026238605595,2.8095262917044908
23.3,2013-10-15 10:15:48+00:00,-73.967921,40.690404,-73.970409,40.705606,10,1,10,2013,False,regular,1.7033484464806081,7.6609233354281265,5.963099762544546
20.4,2012-04-27 20:58:25+00:00,-73.968904,40.77498,-73.975826,40.781487,20,4,4,2012,False,regular,0.9290987515648773,2.349112160575309,2.7357497181078716
22.1,2012-10-17 05:56:43+00:00,-73.993614,40.70224,-73.995759,40.714955,5,2,10,2012,False,late_night,1.4253570270398663,6.237811745776926,4.863806896488919
20.0,2012-05-05 14:46:47+00:00,-74.007156,40.76356,-74.005452,40.772102,14,5,5,2012,True,regular,0.9606062017813656,1.9258803900316535,2.2983329088534634
18.1,2011-10-25 11:59:12+00:00,-73.967557,40.698588,-73.968256,40.703534,11,1,10,2011,False,regular,0.5531178023652589,6.777123846117157,6.228204001766149
23.4,2013-09-25 21:01:25+00:00,-73.968952,40.735994,-73.974106,40.750546,21,2,9,2013,False,regular,1.6753530822748484,2.8161839406040925,1.268103458053107
26.8,2013-04-06 14:07:06+00:00,-73.985699,40.739086,-74.003734,40.726002,14,5,4,2013,True,regular,2.103783336771318,2.1032076507366857,3.875472642084493
20.9,2012-12-03 14:54:45+00:00,-73.971161,40.726896,-73.979204,40.720052,14,0,12,2012,False,regular,1.019092632289607,3.663504788144845,4.252835383082713
22.4,2012-07-28 07:59:11+00:00,-73.988917,40.739534,-73.978172,40.731325,7,5,7,2012,True,morning_rush,1.2856215835083922,2.073403026778419,3.0296873674713654
20.3,2011-05-21 10:16:16+00:00,-73.996541,40.780977,-74.005338,40.777963,10,5,5,2011,True,regular,0.8129992520946121,2.7188526415227297,2.7782208605110483
24.9,2012-01-11 03:20:07+00:00,-73.979921,40.728581,-73.99709,40.73544,3,2,1,2012,False,late_night,1.635396973473541,3.3048360983789298,2.6918652717855185
