fare_amount,pickup_timestamp,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
17.5,2013-01-16 20:01:53 UTC,-73.974928,40.792066,-73.974653,40.788441
18.1,2011-06-04 05:25:57 UTC,-73.974614,40.762848,-73.971548,40.766765
17.0,2011-12-24 13:24:10 UTC,-73.994249,40.753916,-73.996923,40.754643
21.1,2012-03-31 07:32:52 UTC,-73.967502,40.756446,-73.970435,40.766915
27.0,2013-04-11 05:20:07 UTC,-74.026388,40.738326,-74.048869,40.742163
21.8,2012-01-06 21:20:55 UTC,-73.989008,40.809885,-73.981133,40.800326
18.4,2013-02-26 07:57:45 UTC,-73.976926,40.725635,-73.979896,40.72086
16.6,2011-01-31 17:56:28 UTC,-73.986899,40.756328,-73.98878,40.756531
22.5,2012-05-16 15:35:19 UTC,-74.016538,40.753451,-74.013805,40.766835
18.8,2013-06-04 04:21:06 UTC,-73.964839,40.780263,-73.968985,40.775528
24.4,2013-04-27 05:27:47 UTC,-74.004968,40.783095,-74.002329,40.76577
22.0,2012-11-08 13:52:32 UTC,-73.98135,40.749039,-73.96932,40.753445
19.9,2012-05-25 23:12:25 UTC,-73.976939,40.75872,-73.972891,40.751164
22.1,2013-09-14 07:22:28 UTC,-73.979603,40.759856,-73.981138,40.747003
16.3,2012-07-07 06:41:35 UTC,-73.95662,40.681836,-73.957855,40.682024
20.6,2013-05-22 13:01:24 UTC,-73.981065,40.70233,-73.979059,40.712059
20.7,2013-07-11 00:22:09 UTC,-73.971451,40.731848,-73.979772,40.726109
18.3,2013-08-05 21:02:05 UTC,-73.981118,40.733152,-73.979039,40.738118
20.5,2012-09-28 05:52:01 UTC,-73.967741,40.714022,-73.960895,40.720841
19.6,2013-04-05 17:22:01 UTC,-73.95213,40.772487,-73.951255,40.780405
19.9,2011-07-23 21:36:19 UTC,-73.977249,40.750064,-73.98149,40.742741
21.4,2012-06-19 15:19:00 UTC,-73.964363,40.743559,-73.967234,40.732348
21.5,2013-02-01 00:52:51 UTC,-73.950893,40.712315,-73.944372,40.702468
22.4,2013-01-18 08:46:02 UTC,-73.952856,40.748664,-73.963858,40.756573
20.9,2011-02-15 22:10:23 UTC,-73.987706,40.671199,-73.99587,40.677873
25.0,2013-09-08 11:44:25 UTC,-73.959271,40.745111,-73.97534,40.73554
26.3,2013-04-24 00:23:09 UTC,-73.975025,40.751896,-73.974685,40.773222
22.5,2012-06-23 03:15:39 UTC,-73.957655,40.757257,-73.949037,40.746494
24.0,2011-01-16 16:50:53 UTC,-73.968627,40.703077,-73.955312,40.713072
26.5,2013-06-30 14:56:33 UTC,-73.974487,40.756745,-73.959,40.771941
19.1,2012-12-05 14:25:50 UTC,-73.971321,40.718757,-73.978225,40.719855
19.7,2012-02-01 09:10:17 UTC,-73.974895,40.725626,-73.972395,40.717929
19.9,2011-10-24 09:49:22 UTC,-73.974113,40.771538,-73.978136,40.764059
24.0,2013-08-24 06:02:11 UTC,-73.983177,40.810423,-73.9667,40.807803
24.1,2011-01-07 16:25:32 UTC,-73.985034,40.751541,-73.972,40.762349
21.7,2011-06-25 14:01:40 UTC,-73.944737,40.725487,-73.943056,40.713488
25.3,2012-03-30 03:19:49 UTC,-73.970449,40.75566,-73.976643,40.737272
33.0,2012-11-06 12:00:59 UTC,-73.991466,40.778171,-74.025947,40.781791
23.4,2011-02-25 02:47:29 UTC,-73.985548,40.76863,-73.999884,40.774446
29.1,2011-02-05 22:24:15 UTC,-73.958875,40.832293,-73.977398,40.851973
25.6,2012-08-17 00:04:50 UTC,-73.994724,40.72854,-74.009186,40.714717
25.1,2012-09-10 12:51:36 UTC,-74.009641,40.757567,-73.990852,40.756219
24.3,2011-06-30 03:35:03 UTC,-74.008169,40.796468,-74.021119,40.808086
21.0,2011-10-19 19:52:17 UTC,-74.01458,40.794585,-74.025189,40.795793
20.3,2012-03-09 15:40:17 UTC,-74.005976,40.691498,-74.015182,40.689543
29.2,2011-03-07 20:35:43 UTC,-74.003617,40.749899,-73.977632,40.757798
18.6,2011-02-08 21:25:20 UTC,-73.952295,40.794536,-73.95292,40.788542
22.2,2013-02-23 15:59:30 UTC,-73.980924,40.836719,-73.970982,40.845233
22.0,2012-04-23 13:48:36 UTC,-73.987265,40.771114,-73.985511,40.758578
28.1,2012-05-28 19:47:45 UTC,-74.008868,40.738964,-74.028712,40.72377
23.4,2013-06-28 00:34:57 UTC,-73.982863,40.719724,-73.967536,40.716988
28.6,2013-05-20 14:50:19 UTC,-74.014747,40.816562,-74.010736,40.790929
16.4,2013-01-24 08:18:58 UTC,-73.987388,40.771862,-73.988605,40.772709
28.0,2011-05-20 06:13:54 UTC,-73.93871,40.724558,-73.921109,40.707232
17.9,2013-11-01 02:04:16 UTC,-73.966724,40.743905,-73.970189,40.74673
16.8,2012-05-20 09:31:09 UTC,-73.984196,40.759306,-73.98564,40.76116
17.4,2013-12-28 12:41:08 UTC,-73.966038,40.766314,-73.969489,40.765635
21.4,2013-07-17 03:35:17 UTC,-73.990431,40.723011,-73.979668,40.727376
19.8,2011-01-09 17:13:24 UTC,-73.996014,40.731574,-73.987875,40.733616
17.7,2012-01-25 23:41:28 UTC,-73.945917,40.700412,-73.943131,40.697482
26.2,2011-12-01 03:17:49 UTC,-74.002845,40.781193,-74.013363,40.799503
18.3,2012-12-20 10:13:02 UTC,-73.987082,40.739751,-73.990785,40.743685
22.2,2012-09-17 09:37:44 UTC,-73.973879,40.76399,-73.9844,40.771709
23.5,2013-05-23 17:57:19 UTC,-73.998725,40.792668,-73.987121,40.803399
24.2,2012-07-23 15:24:56 UTC,-73.966988,40.756596,-73.982735,40.763278
28.7,2013-09-24 12:03:54 UTC,-73.986132,40.746611,-73.970188,40.767239
22.1,2013-12-11 04:07:43 UTC,-73.966722,40.755818,-73.953845,40.757478
20.2,2011-08-24 04:53:04 UTC,-73.96828,40.751896,-73.977466,40.751826
19.5,2013-07-15 12:08:41 UTC,-73.98486,40.787385,-73.989025,40.780889
19.4,2013-11-21 00:02:29 UTC,-73.945787,40.759325,-73.952911,40.756762
19.9,2011-04-24 11:28:02 UTC,-73.993307,40.733668,-73.989004,40.726356
23.5,2012-04-18 08:25:01 UTC,-73.953023,40.781435,-73.938898,40.788208
23.1,2011-03-03 02:45:03 UTC,-73.956501,40.786915,-73.944645,40.777791
17.8,2013-01-12 11:34:54 UTC,-73.944582,40.70985,-73.948912,40.710588
22.5,2012-04-15 08:01:53 UTC,-73.976519,40.795984,-73.963971,40.801579
21.5,2013-03-19 11:30:43 UTC,-73.995772,40.760941,-73.984053,40.762445
20.2,2011-02-16 01:31:17 UTC,-73.938464,40.758498,-73.940352,40.749539
19.1,2011-02-27 09:43:09 UTC,-73.986694,40.780199,-73.986789,40.787188
23.4,2013-02-06 23:42:24 UTC,-73.996271,40.732991,-73.980854,40.732137
30.9,2013-09-23 06:05:53 UTC,-73.983796,40.778625,-73.973212,40.749898
23.5,2012-02-01 02:25:56 UTC,-73.999634,40.738697,-73.987386,40.728863
30.3,2011-05-06 23:52:05 UTC,-73.969477,40.705751,-73.943623,40.719763
23.5,2013-03-21 16:41:11 UTC,-73.992113,40.720067,-73.986641,40.734911
18.7,2012-03-25 10:38:33 UTC,-73.98575,40.767011,-73.982493,40.772272
23.5,2013-09-12 17:20:35 UTC,-73.960644,40.721636,-73.947065,40.729477
26.3,2012-09-07 19:45:43 UTC,-73.967526,40.798302,-73.947648,40.790519
19.0,2011-10-05 20:58:29 UTC,-73.979688,40.785679,-73.985802,40.783077
21.9,2012-05-05 07:33:56 UTC,-73.976583,40.790003,-73.978601,40.802357
21.2,2013-05-28 08:50:19 UTC,-73.979755,40.753743,-73.989941,40.758003
17.4,2011-10-08 18:04:10 UTC,-73.988623,40.757736,-73.985196,40.758385
20.2,2012-12-19 07:18:22 UTC,-73.980051,40.714189,-73.971158,40.712321
23.2,2013-07-11 07:31:25 UTC,-73.970183,40.779874,-73.979672,40.791618
23.6,2011-01-27 18:49:41 UTC,-73.982523,40.761395,-73.971185,40.772615
19.6,2012-02-17 06:59:40 UTC,-73.971605,40.767019,-73.976138,40.773516
18.3,2011-08-17 18:32:46 UTC,-73.996733,40.800649,-74.002081,40.801312
21.6,2012-06-11 22:06:25 UTC,-73.992078,40.731821,-73.980778,40.728254
20.3,2012-06-07 07:04:41 UTC,-73.994686,40.746216,-74.000938,40.753146
24.6,2013-01-01 20:04:48 UTC,-73.991303,40.7598,-74.005338,40.748781
21.4,2011-05-13 21:14:12 UTC,-73.954256,40.721937,-73.94682,40.712991
22.9,2012-11-03 10:22:32 UTC,-73.965479,40.744372,-73.966796,40.729861
24.2,2011-01-18 17:52:29 UTC,-74.001538,40.764788,-73.989558,40.777141
21.1,2012-07-04 00:25:47 UTC,-73.97125,40.740237,-73.96292,40.733031
24.6,2013-01-22 05:01:48 UTC,-73.987812,40.78927,-74.005295,40.79331
22.2,2012-10-07 13:49:37 UTC,-73.993648,40.704672,-73.980492,40.703417
33.0,2011-04-16 23:17:26 UTC,-74.009715,40.783683,-73.990717,40.812659
21.3,2013-09-14 09:16:54 UTC,-73.960562,40.769836,-73.950226,40.774255
26.4,2012-03-21 05:13:21 UTC,-74.007277,40.732935,-73.996539,40.714314
21.6,2013-02-12 06:11:34 UTC,-73.981039,40.722268,-73.983516,40.734022
18.7,2013-08-01 06:39:49 UTC,-73.998926,40.687592,-74.003693,40.68372
17.1,2012-08-23 12:20:40 UTC,-73.964483,40.726145,-73.962359,40.724135
21.3,2011-09-08 08:14:51 UTC,-73.986687,40.781415,-73.977488,40.77469
20.2,2013-06-16 12:33:50 UTC,-73.982689,40.748317,-73.973742,40.750274
18.0,2013-11-23 02:37:02 UTC,-73.982015,40.784889,-73.986393,40.786715
19.8,2013-10-19 09:55:58 UTC,-73.973949,40.731404,-73.97934,40.724949
23.5,2013-04-17 22:47:48 UTC,-73.97974,40.771213,-73.994641,40.766132
18.9,2011-11-19 17:38:08 UTC,-73.980865,40.728475,-73.974396,40.729488
27.5,2011-05-13 02:10:56 UTC,-73.990368,40.721033,-73.994266,40.697605
23.0,2012-08-28 03:04:00 UTC,-74.011495,40.746786,-74.014505,40.732371
27.6,2011-01-29 17:11:12 UTC,-74.002371,40.730051,-73.985092,40.746751
19.0,2013-08-01 23:34:21 UTC,-73.96563,40.703715,-73.959647,40.706994
18.7,2011-12-22 10:54:57 UTC,-73.986116,40.744531,-73.982887,40.739281
25.1,2011-01-29 02:47:53 UTC,-73.99328,40.753193,-73.984978,40.736232
22.7,2012-10-16 09:40:42 UTC,-74.008115,40.788051,-73.993908,40.787488
25.1,2011-03-05 18:01:23 UTC,-74.014393,40.778104,-74.030568,40.787956
29.1,2013-04-13 05:30:50 UTC,-73.994064,40.786598,-73.99972,40.81299
25.2,2012-05-20 13:24:47 UTC,-73.962239,40.771611,-73.96456,40.790531
22.2,2013-04-12 20:02:53 UTC,-73.991141,40.759978,-74.000925,40.751109
18.4,2013-05-07 17:08:37 UTC,-73.97199,40.713132,-73.974643,40.708174
26.3,2013-01-30 00:20:26 UTC,-73.992061,40.754496,-74.007573,40.739781
21.9,2012-01-14 05:54:43 UTC,-73.967223,40.767904,-73.958001,40.759487
18.4,2011-12-22 12:16:58 UTC,-73.987035,40.793723,-73.99221,40.791595
17.7,2012-11-10 19:02:11 UTC,-74.004638,40.770589,-74.002628,40.766917
25.9,2011-08-19 11:01:55 UTC,-73.985379,40.787212,-73.984866,40.807757
22.8,2011-10-29 21:22:29 UTC,-73.94332,40.71904,-73.937746,40.705886
27.9,2011-03-10 08:20:10 UTC,-73.944202,40.740207,-73.968811,40.739757
26.2,2013-12-28 02:26:48 UTC,-73.970269,40.762881,-73.965767,40.742246
17.8,2013-08-19 23:30:32 UTC,-73.982741,40.784829,-73.985492,40.788137
22.6,2012-02-27 13:36:50 UTC,-73.973922,40.745643,-73.969853,40.732226
23.7,2011-08-08 10:22:56 UTC,-73.973663,40.747527,-73.985457,40.758553
18.2,2012-09-08 02:01:38 UTC,-73.980798,40.770614,-73.976661,40.767704
25.2,2011-04-11 20:57:04 UTC,-73.971181,40.716224,-73.958196,40.702204
26.2,2012-11-22 12:20:28 UTC,-73.975835,40.798222,-73.973938,40.777195
21.7,2013-11-09 05:19:49 UTC,-73.986319,40.723626,-73.993492,40.71384
19.2,2013-07-16 05:40:56 UTC,-74.003905,40.692442,-74.01064,40.694836
19.2,2013-01-06 00:50:04 UTC,-73.989201,40.750302,-73.983439,40.754517
19.4,2011-01-13 18:11:47 UTC,-73.96401,40.800954,-73.958313,40.795969
20.6,2013-07-09 18:34:11 UTC,-73.980629,40.767594,-73.977064,40.776852
21.3,2011-09-18 01:21:38 UTC,-73.973994,40.772533,-73.97437,40.761175
30.3,2012-11-27 14:53:02 UTC,-73.98566,40.751242,-73.983631,40.721971
17.1,2013-03-31 19:30:04 UTC,-74.001192,40.745429,-74.001841,40.748254
22.4,2011-07-19 23:49:19 UTC,-73.984773,40.703653,-73.988581,40.716554
23.2,2012-05-22 15:49:51 UTC,-74.000449,40.682218,-73.992874,40.695212
22.3,2011-11-28 12:44:41 UTC,-74.001726,40.755888,-73.998625,40.74289
1.3,2012-07-04 13:31:23 UTC,-73.955887,40.789376,-73.942982,40.78393
22.3,2013-05-29 14:43:08 UTC,-73.988402,40.760324,-73.977233,40.767562
19.1,2013-09-26 17:22:49 UTC,-73.99483,40.768708,-73.992055,40.762437
18.7,2012-11-30 17:14:35 UTC,-73.947641,40.797512,-73.941687,40.798565
21.6,2013-04-10 04:21:15 UTC,-73.9637,40.759863,-73.973272,40.752699
21.1,2011-06-18 09:23:17 UTC,-73.98743,40.74632,-73.988206,40.735426
20.4,2011-05-26 06:03:25 UTC,-73.971447,40.725444,-73.968021,40.716481
24.9,2012-03-28 22:15:34 UTC,-73.984716,40.810666,-74.000543,40.820224
17.8,2013-10-20 17:28:22 UTC,-73.993854,40.765796,-73.989559,40.765934
23.6,2013-01-26 13:14:48 UTC,-73.970506,40.721692,-73.980098,40.734411
20.6,2012-02-05 22:56:42 UTC,-73.986486,40.714865,-73.994982,40.720069
24.1,2011-07-05 13:28:19 UTC,-73.97849,40.787592,-73.983785,40.803657
19.7,2011-06-07 18:52:38 UTC,-73.959573,40.718877,-73.959878,40.727057
23.3,2012-08-11 17:22:45 UTC,-73.961776,40.805615,-73.975056,40.813208
20.0,2013-03-11 06:39:17 UTC,-73.991002,40.667306,-73.982435,40.666101
30.7,2013-07-17 21:16:18 UTC,-73.970279,40.792678,-73.968505,40.82277
25.3,2012-12-31 05:34:55 UTC,-74.002557,40.764607,-73.983307,40.765734
25.6,2012-09-04 01:19:24 UTC,-73.970992,40.753558,-73.967991,40.733824
18.8,2013-04-21 09:23:20 UTC,-73.97703,40.744736,-73.971322,40.747417
22.1,2013-05-08 15:25:29 UTC,-73.97242,40.806722,-73.980959,40.796899
23.4,2012-08-14 06:15:34 UTC,-73.985949,40.771212,-73.997767,40.781382
20.4,2013-10-14 15:39:11 UTC,-73.938319,40.722904,-73.932127,40.730162
21.2,2013-03-13 16:20:49 UTC,-73.998026,40.698433,-74.008959,40.696518
21.1,2011-08-16 15:16:31 UTC,-73.960569,40.755319,-73.95415,40.74644
24.2,2013-03-19 05:23:26 UTC,-74.000634,40.749968,-73.983569,40.751432
21.3,2012-02-08 01:08:27 UTC,-73.969913,40.704404,-73.960455,40.697992
20.5,2012-03-12 05:02:19 UTC,-73.968484,40.748338,-73.96278,40.756216
18.7,2011-04-13 00:54:00 UTC,-73.9789,40.732782,-73.976206,40.738342
30.4,2013-03-23 01:46:14 UTC,-73.989906,40.750279,-73.993746,40.779638
17.9,2011-08-25 13:57:53 UTC,-73.977177,40.771778,-73.978323,40.767327
18.8,2013-03-24 23:58:30 UTC,-73.97466,40.794778,-73.980314,40.791744
22.3,2012-09-09 16:13:39 UTC,-73.944201,40.777267,-73.957355,40.775719
16.2,2013-02-06 15:23:44 UTC,-73.997447,40.728357,-73.997093,40.727247
23.2,2012-05-16 19:17:45 UTC,-73.991118,40.761067,-73.980039,40.771338
22.2,2013-11-26 08:59:34 UTC,-73.974305,40.751893,-73.987193,40.74913
27.7,2011-11-16 07:19:53 UTC,-73.985121,40.710036,-73.971136,40.72976
22.4,2011-03-27 18:29:52 UTC,-73.982001,40.761947,-73.969829,40.76777
18.8,2013-05-09 02:42:10 UTC,-73.958593,40.8057,-73.954623,40.800843
19.9,2012-03-08 15:38:35 UTC,-74.036405,40.750973,-74.032355,40.74356
20.9,2013-09-16 22:18:11 UTC,-73.991959,40.702175,-73.993821,40.712583
15.9,2012-02-19 10:36:36 UTC,-74.014847,40.750908,-74.014427,40.751193
18.0,2012-04-07 17:42:25 UTC,-74.003916,40.713589,-74.008552,40.713679
18.6,2011-03-25 14:51:03 UTC,-73.931908,40.775908,-73.931591,40.769923
16.4,2011-08-02 17:37:22 UTC,-73.968037,40.765746,-73.966638,40.765131
25.6,2011-02-28 18:10:27 UTC,-73.960969,40.744873,-73.942156,40.738483
23.0,2011-05-03 07:28:10 UTC,-73.981611,40.740065,-73.975954,40.753682
19.4,2012-03-14 17:13:53 UTC,-73.964826,40.743633,-73.96692,40.750804
16.6,2013-06-23 02:10:43 UTC,-74.015331,40.750248,-74.01632,40.748501
19.3,2013-07-23 13:55:27 UTC,-73.959234,40.726833,-73.966367,40.724938
18.4,2011-03-16 06:24:20 UTC,-73.996397,40.708367,-74.001881,40.709289
20.2,2013-11-04 18:47:21 UTC,-73.990626,40.784161,-73.981519,40.784106
21.0,2012-01-07 11:31:49 UTC,-73.969897,40.738438,-73.974837,40.728869
25.6,2013-12-28 03:27:13 UTC,-73.973671,40.755011,-73.979846,40.736004
20.6,2012-06-04 18:34:36 UTC,-73.978308,40.758558,-73.984233,40.750581
19.3,2012-10-22 17:32:07 UTC,-74.007262,40.759661,-74.014554,40.758375
22.4,2011-08-31 16:16:42 UTC,-73.978004,40.714785,-73.966732,40.707407
19.8,2011-08-14 05:21:13 UTC,-73.960789,40.699725,-73.959362,40.707918
17.5,2011-03-08 11:35:11 UTC,-73.99065,40.732339,-73.993473,40.730048
25.0,2013-02-08 14:22:28 UTC,-73.953701,40.761871,-73.953408,40.780607
18.6,2012-10-08 13:43:29 UTC,-73.997454,40.728162,-73.995281,40.722547
19.4,2013-09-03 13:05:50 UTC,-73.979869,40.739352,-73.987342,40.74076
22.7,2013-04-29 23:36:55 UTC,-73.949293,40.813819,-73.963189,40.81093
22.7,2011-10-07 05:33:39 UTC,-73.993628,40.694637,-73.980243,40.699035
0.6,2013-12-06 14:10:21 UTC,-73.95892,40.727349,-73.94904,40.738006
19.2,2013-01-27 23:00:17 UTC,-73.940507,40.806898,-73.936729,40.812981
26.8,2012-07-09 11:56:42 UTC,-73.976579,40.748662,-73.967387,40.728354
25.5,2012-10-29 07:59:06 UTC,-73.99054,40.72882,-73.971397,40.733819
21.4,2013-01-15 02:51:28 UTC,-73.995455,40.785063,-74.000809,40.774954
21.4,2013-12-01 17:13:17 UTC,-73.953908,40.751657,-73.965108,40.748559
20.4,2011-10-07 07:41:53 UTC,-73.954466,40.739551,-73.947851,40.746444
24.9,2011-11-05 07:03:26 UTC,-73.951014,40.755771,-73.965682,40.744573
21.4,2011-04-10 04:32:48 UTC,-73.980657,40.730257,-73.980277,40.741816
17.9,2011-10-13 07:38:46 UTC,-73.959244,40.719475,-73.962228,40.715941
27.0,2013-01-07 06:39:27 UTC,-73.980977,40.746592,-73.974238,40.768301
18.1,2012-04-20 13:52:49 UTC,-73.997661,40.71967,-74.002484,40.720357
26.1,2012-04-30 03:41:17 UTC,-73.957516,40.750321,-73.945519,40.767374
22.7,2012-02-13 06:37:27 UTC,-73.947323,40.760632,-73.954791,40.772609
20.3,2013-04-14 11:30:46 UTC,-74.000412,40.775592,-73.993354,40.769481
22.9,2013-09-28 19:18:47 UTC,-74.000789,40.783838,-74.007453,40.770821
18.4,2012-01-15 10:39:02 UTC,-73.9792,40.737828,-73.973716,40.738964
21.5,2013-02-13 22:06:45 UTC,-73.960877,40.764982,-73.971024,40.759156
23.5,2012-02-07 08:47:50 UTC,-74.002676,40.764776,-74.002918,40.780573
22.4,2011-07-29 08:47:44 UTC,-73.97546,40.759835,-73.962239,40.757366
17.2,2011-08-22 19:13:43 UTC,-73.991809,40.735616,-73.990658,40.732612
24.8,2013-03-03 18:38:54 UTC,-73.965983,40.719158,-73.954153,40.705199
17.7,2011-12-01 15:26:39 UTC,-73.995958,40.76506,-73.99622,40.769252
22.0,2011-11-20 18:18:27 UTC,-73.964564,40.698794,-73.969614,40.687052
18.0,2011-08-01 14:13:32 UTC,-73.983164,40.741965,-73.981444,40.746389
19.9,2013-01-21 09:18:29 UTC,-73.998743,40.673391,-73.992559,40.679192
25.9,2013-11-11 02:36:40 UTC,-73.978726,40.709908,-73.997782,40.702411
21.1,2013-02-08 11:53:05 UTC,-74.018759,40.723686,-74.013537,40.733252
20.5,2013-02-01 07:43:28 UTC,-73.991182,40.782902,-74.00058,40.780153
25.1,2012-01-14 01:08:46 UTC,-73.973252,40.770643,-73.985136,40.755931
23.8,2011-08-13 09:33:43 UTC,-74.015435,40.733382,-74.010049,40.748835
23.8,2011-07-02 07:36:53 UTC,-74.031423,40.771881,-74.018038,40.762646
18.4,2012-03-19 00:46:05 UTC,-74.026787,40.776629,-74.024623,40.781699
22.7,2013-01-18 18:31:26 UTC,-73.953457,40.74518,-73.967012,40.749438
19.5,2011-09-14 10:51:32 UTC,-73.981535,40.708469,-73.988241,40.712361
18.4,2012-05-24 07:31:04 UTC,-73.990649,40.743763,-73.994832,40.747481
20.6,2013-02-23 07:56:41 UTC,-73.961097,40.747063,-73.959136,40.737361
24.1,2011-05-17 23:22:34 UTC,-73.988089,40.713026,-73.988808,40.72994
232.9,2012-03-12 21:19:49 UTC,-73.974631,40.761011,-73.969678,40.770574
21.2,2013-02-02 22:45:23 UTC,-73.979485,40.758394,-73.969485,40.763145
22.5,2013-10-28 06:42:34 UTC,-73.98942,40.763351,-73.985973,40.750022
22.3,2012-07-14 13:37:07 UTC,-73.974117,40.758368,-73.965136,40.748584
19.2,2013-04-01 04:26:27 UTC,-73.964535,40.771895,-73.967232,40.77847
34.9,2013-01-17 16:32:46 UTC,-73.983698,40.74462,-73.950739,40.724583
18.9,2011-11-04 21:15:28 UTC,-73.989211,40.756054,-73.983679,40.759441
23.1,2013-10-29 00:59:48 UTC,-73.98685,40.738068,-73.98001,40.724756
25.4,2012-02-09 20:04:09 UTC,-74.025958,40.732465,-74.008381,40.723785
22.7,2011-04-25 12:00:19 UTC,-73.974339,40.790147,-73.973457,40.776037
19.1,2013-04-04 14:45:07 UTC,-74.004182,40.688687,-74.010637,40.691148
24.2,2013-08-26 16:40:02 UTC,-73.967406,40.776303,-73.954341,40.787466
22.7,2013-06-25 11:09:24 UTC,-73.981808,40.731384,-73.968157,40.734864
18.0,2012-11-19 16:24:10 UTC,-73.977898,40.727499,-73.976363,40.732077
24.5,2012-09-21 03:38:52 UTC,-73.965993,40.757847,-73.948397,40.759527
19.1,2011-08-06 13:38:55 UTC,-73.99853,40.705312,-73.999363,40.712139
20.8,2012-01-20 23:53:03 UTC,-73.972615,40.725519,-73.963292,40.73019
31.2,2013-03-08 11:55:34 UTC,-73.974648,40.724526,-73.959492,40.697375
20.2,2013-04-24 19:30:37 UTC,-73.983696,40.743358,-73.982712,40.752421
20.2,2013-05-04 03:51:15 UTC,-73.998564,40.725876,-73.993996,40.733887
21.1,2011-01-22 10:55:32 UTC,-73.968095,40.798034,-73.957835,40.79441
25.7,2011-07-11 06:11:06 UTC,-73.965931,40.80391,-73.969593,40.784168
19.9,2012-10-01 22:38:41 UTC,-73.977728,40.68934,-73.985869,40.691765
22.5,2012-07-27 15:25:39 UTC,-74.001406,40.76633,-73.988076,40.769596
18.3,2012-04-01 08:33:44 UTC,-73.990549,40.77576,-73.987481,40.771355
18.3,2012-03-14 22:35:24 UTC,-73.981207,40.76629,-73.986263,40.768157
21.0,2012-10-25 11:16:01 UTC,-73.96623,40.730257,-73.965289,40.740975
27.9,2011-05-21 17:27:59 UTC,-74.01167,40.742677,-74.006584,40.766652
23.5,2011-08-11 07:14:32 UTC,-73.991276,40.727552,-74.006969,40.729021
19.6,2011-12-23 08:22:07 UTC,-73.988053,40.737392,-73.980894,40.740731
20.2,2013-05-08 12:54:20 UTC,-73.981664,40.713701,-73.97758,40.705463
24.3,2012-09-12 04:47:57 UTC,-74.006027,40.746556,-73.989476,40.741542
16.9,2011-12-29 21:04:12 UTC,-73.984351,40.704916,-73.986541,40.703556
24.7,2012-10-29 10:24:50 UTC,-73.98621,40.743996,-73.972438,40.755773
19.7,2011-04-09 14:38:06 UTC,-74.000752,40.712543,-74.001198,40.720732
25.3,2012-02-26 02:44:38 UTC,-73.982359,40.756204,-73.980968,40.775498
23.2,2013-10-06 21:07:16 UTC,-73.990823,40.729617,-73.988014,40.714715
28.0,2013-12-11 00:45:16 UTC,-73.970088,40.758717,-73.949156,40.74548
23.9,2013-03-20 11:47:45 UTC,-73.997707,40.782447,-74.010101,40.793468
23.3,2013-01-21 07:22:59 UTC,-73.978203,40.797683,-73.973253,40.812172
15.9,2013-05-30 17:19:15 UTC,-73.996168,40.67416,-73.995745,40.674491
38.0,2012-01-11 23:07:37 UTC,-73.991995,40.724974,-73.99228,40.680318
20.4,2013-05-10 08:35:25 UTC,-73.974054,40.740907,-73.968224,40.733472
21.4,2012-05-17 16:14:08 UTC,-73.975306,40.76381,-73.964246,40.767165
20.9,2012-11-18 11:31:24 UTC,-73.98834,40.700489,-73.983024,40.691495
21.9,2012-02-06 14:31:05 UTC,-73.985388,40.720537,-73.973036,40.722388
25.2,2012-09-25 11:42:51 UTC,-74.009072,40.753911,-74.011582,40.772896
22.8,2011-08-14 05:55:53 UTC,-73.951945,40.752547,-73.95243,40.766808
22.1,2011-07-29 15:07:24 UTC,-73.966251,40.761329,-73.97626,40.769417
25.6,2011-04-06 19:21:30 UTC,-73.966971,40.76331,-73.947142,40.762666
18.3,2012-01-29 23:56:11 UTC,-74.011901,40.760158,-74.013768,40.755211
19.7,2012-08-26 05:58:19 UTC,-73.99191,40.75581,-73.994882,40.763387
18.7,2011-05-13 22:08:57 UTC,-73.986691,40.751672,-73.980624,40.751926
21.2,2011-08-09 15:53:45 UTC,-74.018621,40.769943,-74.00755,40.77054
24.1,2013-02-26 18:13:38 UTC,-73.962201,40.68282,-73.969122,40.667308
22.6,2012-11-20 01:10:53 UTC,-73.950922,40.79633,-73.939055,40.789185
19.7,2011-06-10 21:43:33 UTC,-73.938761,40.683866,-73.941794,40.691384
24.7,2011-08-30 06:57:48 UTC,-74.000918,40.717625,-73.986611,40.706614
18.6,2013-10-10 22:45:55 UTC,-73.977654,40.743197,-73.983063,40.745854
19.8,2012-12-01 02:58:37 UTC,-73.953544,40.770178,-73.946189,40.774303
18.0,2013-12-03 11:29:16 UTC,-73.985072,40.660142,-73.984645,40.664851
21.9,2013-04-06 09:34:19 UTC,-73.99134,40.749156,-74.002604,40.754759
23.4,2012-05-26 17:44:43 UTC,-74.01732,40.773772,-74.03148,40.780049
20.5,2011-08-07 16:35:22 UTC,-73.957348,40.779836,-73.964777,40.773598
24.5,2011-09-24 05:05:58 UTC,-73.980385,40.72908,-73.97046,40.714404
26.3,2012-05-03 14:33:35 UTC,-73.994587,40.740975,-74.014018,40.73224
19.6,2011-12-23 16:39:39 UTC,-73.974323,40.731516,-73.970983,40.738815
21.8,2011-07-23 20:39:18 UTC,-73.97694,40.73822,-73.974471,40.726211
25.5,2011-11-19 17:52:50 UTC,-73.976635,40.719045,-73.993458,40.708639
22.2,2011-03-24 14:05:15 UTC,-73.984342,40.723322,-73.992311,40.712861
